name,Số phòng ngủ,Pháp lý,Hướng ban công,Hướng nhà,Address,Nội thất,Mặt tiền,Diện tích,Đường vào,Số toilet,Mức giá,Số tầng
"Bán gấp 4 dãy nhà trọ 2 mặt tiền sụp hầm 1 tỷ rưỡi 50, DT 100m2",4 phòng,Sổ đỏ/ Sổ hồng,,Tây - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0058141,108.1841159&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,,100 m²,5 m,4 phòng,1.55 tỷ,1 tầng
Chính chủ cần bán gấp căn hộ 2PN tại Monarchy 2 PN - full nội thất cao cấp giá chỉ 2.5 tỷ,2 phòng,,,,"https://www.google.com/maps/embed/v1/place?q=16.0561447143555,108.233322143555&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,90 m²,,,2.5 tỷ,
Chỉ 20 triệu booking ngay căn hộ FPT Plaza 2 nhiều chính sách ưu đãi từ CĐT,2 phòng,,,,"https://www.google.com/maps/embed/v1/place?q=15.9769315719604,108.262977600098&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,68 m²,,,20 triệu/m²,
"Chào bán nhà 3 tầng đẹp - đường Ỷ Lan Nguyên Phi, Hòa Cường Bắc, Hải Châu - 8.5 tỷ",3 phòng,Sổ đỏ/ Sổ hồng,Bắc,Tây - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0408909,108.2162361&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,4.5 m,90 m²,7.5 m,4 phòng,8.5 tỷ,3 tầng
"Bán căn 4 tầng đường Nguyễn Đình Hoàn, quận Sơn Trà, Đà Nẵng, DT sàn: 462,3m2. Cần bán gấp",11 phòng,Sổ đỏ/ Sổ hồng,Tây - Bắc,Tây - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0991291,108.2303615&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,10 m,150 m²,10.5 m,,11.5 tỷ,4 tầng
"Cần bán cặp đất nền biệt thự đã có sổ đỏ 375m2 Đào Duy Tùng, Ngũ Hành Sơn, Đà Nẵng",,Sổ đỏ/ Sổ hồng.,,Đông - Bắc,"https://www.google.com/maps/embed/v1/place?q=15.9910974502563,108.260215759277&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,15 m,375 m²,34 m,,11.3 tỷ,
"Bán đất thôn Tùng Sơn, xã Hoà Sơn, Hoà Vang",,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.0773467,108.1184292&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,125 m²,,,990 triệu,
Bán gấp lô đất 268 m2 đường Dương Đình Nghệ. Giá 24.5 tỷ. Có sẵn nhà 3 tầng đang cho thuê 50tr/th,4 phòng,Sổ đỏ/ Sổ hồng,Tây - Nam,Tây - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0689254,108.237559&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,10.7 m,267.8 m²,7 m,4 phòng,24.5 tỷ,3 tầng
"Bán nhà 4 tầng MT đường Lê Thanh Nghị, Hòa Cường Nam, Hải Châu, 70m2. Giá 12,5 tỷ",4 phòng,,,Tây,"https://www.google.com/maps/embed/v1/place?q=16.0346069,108.2184585&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,70 m²,,4 phòng,12.5 tỷ,4 tầng
"Bán lô đất 909m2 mặt tiền đường Võ Nguyên Giáp, Q. Sơn Trà",,,,,"https://www.google.com/maps/embed/v1/place?q=16.0574731,108.2465536&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,909 m²,,,270 tỷ,
Cần bán đất kiệt bê tông 4m Hoà Liên,,Đã có sổ hồng,,Tây - Nam,"https://www.google.com/maps/embed/v1/place?q= 16.0913681887697210,108.0767375188030000&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,125 m²,,,1.2 tỷ,
"Bán khách sạn 18 tầng MT đường Hà Bổng, P. Phước Mỹ, Q. Sơn Trà. DT: 520m2",,,,,"https://www.google.com/maps/embed/v1/place?q=16.0671719,108.2443389&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,520 m²,,,230 tỷ,18 tầng
"Khách sạn 3* 11 tầng, khu phố Hàn đường Dương Đình Nghệ - Đà Nẵng giá tốt 54.5 tỷ",46 phòng,,,,"https://www.google.com/maps/embed/v1/place?q=16.06877,108.2412451&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,180 m²,,,54.5 tỷ,10 tầng
"Bán nhà 4 tầng tuyệt đẹp, Khuê Trung, Cẩm Lệ, ĐN - Giá chỉ 5,7 tỷ thương lượng 0901 127 ***",6 phòng,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.0338508,108.2139334&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,4.5 m,72 m²,5.5 m,6 phòng,5.7 tỷ,4 tầng
"Nhà 3 tầng góc 2 mặt tiền kinh doanh, diện tích 174m2 đường Trần Thánh Tông",12 phòng,,,Tây - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0860298,108.2354408&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,8.8 m,174 m²,,,11.7 tỷ,3 tầng
Chính chủ bán - Liên hệ để có giá tốt nhất lô góc 243m2 (12.7*18m) đường Hà Chương,,,,,"https://www.google.com/maps/embed/v1/place?q=16.0653096,108.2444718&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,243 m²,,,17.9 tỷ,
"Bán lô đất mặt tiền đường Hồ Nghinh, P. Phước Mỹ, Q. Sơn Trà. Gần biển Mỹ Khê, Đà Nẵng",,,,,,,,300 m²,25 m,,45 tỷ,
"Bán 527m2 đất nền biệt thự ven sông Đà Nẵng, 32 tr/m2, công chứng nhận sổ ngay",,,,Bắc,"https://www.google.com/maps/embed/v1/place?q=15.97693157196045,108.26297760009766&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,527 m²,,,32 triệu/m²,
Bán đất mặt tiền kinh doanh đường Nguyễn Hữu Thọ,,Sổ đỏ/ Sổ hồng,,Tây - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.030426,108.2087681&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,122 m²,,,13 tỷ,
"Chính chủ cần bán lô đất 2 mặt tiền Vương Thừa Vũ, diện tích 220m2. Nối liền đường Võ Nguyên Giáp",,Sổ đỏ/ Sổ hồng,,Tây - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0803144,108.244923&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,11 m,222 m²,15 m,,36.5 tỷ,
Bán căn hộ Mường Thanh tầng 23 view ra biển. Lh: 0942 776 ***,2 phòng,Đang chờ sổ,Đông - Nam,,"https://www.google.com/maps/embed/v1/place?q=16.0531692504883,108.248153686523&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,,66 m²,,2 phòng,2.08 tỷ,
Căn hộ FPT Plaza 2 view biển thành phố Đà Nẵng,2 phòng,Sổ đỏ/ Sổ hồng,Tây - Nam,Đông - Nam,"https://www.google.com/maps/embed/v1/place?q=15.976932,108.26298&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Cơ bản,,73 m²,,2 phòng,1.9 tỷ,
"Bán toà căn hộ đường Hoài Thanh - Quận Ngũ Hành Sơn. Toà 6T, đã hoàn công. Gồm 21 phòng. Giá tốt",21 phòng,Sổ đỏ/ Sổ hồng,,Tây - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0445536,108.2383348&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,,127.1 m²,,21 phòng,Thỏa thuận,
"Chính chủ bán đất mặt tiền đường Vũ Thạnh, Hòa Xuân, Cẩm Lệ, Đà Nẵng",,Sổ đỏ/ Sổ hồng.,,Nam,"https://www.google.com/maps/embed/v1/place?q=15.9785999,108.2135233&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,100 m²,7.5 m,,3.2 tỷ,
Bán nhà 2 tầng mặt tiền đường An Thượng 2 - Mỹ An - Ngũ Hành Sơn - Ngay tuyến phố đi bộ,2 phòng,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.049235,108.2472165&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,5 m,90 m²,15 m,2 phòng,18 tỷ,2 tầng
Mở bán căn hộ cao cấp ven sông Hàn trung tâm thành phố Đà Nẵng,2 phòng,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.070772171020508,108.24475860595703&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,65 m²,,2 phòng,Thỏa thuận,
"Soleil Da Nang đã hiện hữu, suất mua nội bộ cực ưu đãi chiết khấu 5%, Nhận nhà đầu năm 2023",2 phòng,Sổ hồng.,Đông,Đông,"https://www.google.com/maps/embed/v1/place?q=16.0707721710205,108.244758605957&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40","Full nội thất chuẩn 5 sao quốc Tế: Kohler, Halefe, Corono, Daikin...",,121 m²,,2 phòng,Thỏa thuận,
"Gấp! Nhà 2 tầng Hồ Huân Nghiệp đấu lưng Chương Dương, 90m2 hướng Đông, giá 6.2 tỷ TL. LH 0916 487 ***",4 phòng,Sổ đỏ/ Sổ hồng,Đông,Đông,"https://www.google.com/maps/embed/v1/place?q=16.0396401,108.2376376&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,90 m²,5.5 m,2 phòng,6.2 tỷ,2 tầng
Bán gấp căn 1.55 tỷ có 2PN siêu đẹp ở FPT Plaza - Duy nhất 1 căn liên hệ ngay 0935 807 ***,2 phòng,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=15.9769315719604,108.262977600098&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,70 m²,,2 phòng,1.55 tỷ,
"Bán cặp đất Hồ Nghinh DT 245m2, ngang 10m đường 15m đối diện công viên",,Đả có sổ,,Tây,,,10 m,245 m²,15 m,,41 tỷ,
"Chính chủ bán lô đất 339,2m2 siêu đẹp tại đường Phan Văn Định - Liên Chiểu - Đà Nẵng chỉ hơn 12 tỷ",,Sổ đỏ trao tay - Nhận ngay đất đẹp!,,Đông - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0894621,108.1471282&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,8.5 m,339.2 m²,10.5 m,,38 triệu/m²,
Bán cặp đất MT Hồ Xuân Hương thông bãi tắm chỉ 300m giá rẻ,,Sổ đỏ/ Sổ hồng,,Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0402478,108.2471562&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,200 m²,,,27.5 tỷ,
"Nhà 3,5T đường Huỳnh Ngọc Đủ - Ngay chân cầu Nguyễn Tri Phương",3 phòng,,,Đông - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0119403,108.2184751&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,100 m²,,,4.7 tỷ,
"Bán nhà 3 mê 155m2, đối diện BVĐK Quận Cẩm Lệ",6 phòng,Sổ đỏ/ Sổ hồng,Đông,Đông,"https://www.google.com/maps/embed/v1/place?q=16.0110171,108.1960655&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Cơ bản,5.5 m,144.7 m²,3 m,6 phòng,4.6 tỷ,3 tầng
"Đất Chu Cẩm Phong, gần UBND quận Ngũ Hành Sơn, 241m2, giá 7.x tỷ TLCC. LH: 0916 487 ***",,Sổ đỏ/ Sổ hồng.,,Tây - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0109519958496,108.253036499023&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,8 m,241 m²,5.5 m,,Thỏa thuận,
"Bán lô biệt thự đường Mỹ Đa Tây 1, DT 315m2, giá tốt. Lh Mrs Sơn 0916 487 ***",,Sổ đỏ/ Sổ hồng,,Tây - Bắc,,,14 m,315 m²,7.5 m,,Thỏa thuận,
"Bán siêu phẩm nhà 3 tầng đường Phạm Tuấn Tài, Nam Việt Á, 132m2 kẹp cống siêu mát. Lh 0916 487 ***",,Sổ đỏ/ Sổ hồng,Tây - Bắc,Tây - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.029903411865234,108.24016571044922&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,6 m,132 m²,10.5 m,,Thỏa thuận,
Bán nhà 3 tầng MT Cao Thắng ngay gần Đống Đa - Ông Ích Khiêm,3 phòng,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.0765371,108.2137456&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,,110 m²,,3 phòng,12.5 tỷ,3 tầng
"Bán đất khu E Kim Long City, sổ đỏ công chứng, cam kết rẻ nhất khu",,,,,"https://www.google.com/maps/embed/v1/place?q=16.072982788085938,108.1611328125&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,100 m²,,,3.2 tỷ,
Bán lô góc 2 MT 360m2 đường Điện Biên Phủ,,Đã có sổ,,Tây - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0659454,108.2046288&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,18 m,360 m²,33 m,,135 triệu/m²,
"Bán gấp nhà MT đường Bình Thái 3, Cẩm Lệ, 90m2, giá 3,65 tỷ",2 phòng,,,Tây,"https://www.google.com/maps/embed/v1/place?q=16.0154141,108.2037259&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,90 m²,5.5 m,,3.65 tỷ,
Giảm sập hầm. Chung cư Xanh Phan Thanh - 26m2 - 46m2. Ở ngay - full nội thất,1 phòng,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.0629988,108.2087776&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,,26 m²,,1 phòng,620 triệu,
Chủ đầu tư bán chung cư Nguyễn Tri Phương 1 - 2pn - full nội thất. Giá chỉ từ 600tr. Vào ở ngay,1 phòng,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.0605631,108.2052966&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,,26 m²,,1 phòng,600 triệu,
"Chung cư giá rẻ Đất Xanh - Ngô Quyền, chỉ từ 550tr/căn. 1 - 2PN, dt: 25m2 - 33m2 - 45m2 - 50m2",1 phòng,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q= 16.0586846085418140,108.2392759553733000&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,,25 m²,,1 phòng,550 triệu,
"Nhà máy cao su - hiếm có khó tìm, lô góc đối diện công viên. Giá tốt nhất thị trường - Hanreal",,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.0362641,108.2448332&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,14 m,230 m²,7.5 m,,21 tỷ,
"Không thể tốt hơn, 100 bước chân đến biển Mỹ Khê chỉ 7,5 tỷ/ 102m2, vuông vức 10x10m, mặt tiền 10m",,Sổ đỏ/ Sổ hồng,,Đông,"https://www.google.com/maps/embed/v1/place?q=16.0574731,108.2465536&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,10 m,102 m²,5.5 m,,7.5 tỷ,
Bán nhà 2 tầng Thanh Lương 15 - NTP - Hoà Xuân,3 phòng,Đã có sổ hồng - Pháp lý đầy đủ.,Tây - Bắc,Tây - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.00812339782715,108.21940612792969&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,100 m²,7.5 m,2 phòng,4.2 tỷ,2 tầng
"Chính chủ cần chuyển nhượng đất 5.000m2 KCN Hòa Khánh, Quận Liên Chiểu, Đà Nẵng",,,,,,,,5000 m²,,,Thỏa thuận,
Hotel 3 sao cộng 60 phòng mới - hồ bơi vô cực - Phạm Văn Đồng,60 phòng,Sổ đỏ/ Sổ hồng,Đông - Nam,Đông - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0702924,108.2466488&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,10 m,210 m²,7.5 m,62 phòng,55 tỷ,12 tầng
"Bán shophouse cực đẹp mặt tiền Mê Linh view Hồ, ngân hàng dí bán giá 4.650 tỷ TL, 3 tầng, sổ hồng",4 phòng,Sổ đỏ/ Sổ hồng,Đông - Nam,Đông - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0935726165771,108.12629699707&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,115.3 m²,34 m,4 phòng,4.65 tỷ,3 tầng
Bán nhà 3 tầng 3 mê trục đường kinh doanh Phan Văn Đáng - Hoà Châu - Cẩm Lệ,3 phòng,Đã có sổ hồng - Pháp lý đầy đủ.,Bắc,Bắc,"https://www.google.com/maps/embed/v1/place?q=15.9957096,108.2004937&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Để lại nội thất.,5 m,90 m²,7.5 m,4 phòng,4.85 tỷ,3 tầng
"Bán gấp đất MT đường Đinh Đức Thiện 90m2, 3,35 tỷ TL",,,,Tây - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0773357,108.15888&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,90 m²,7.5 m,,3.35 tỷ,
"Cần bán căn hộ cao cấp The Sang Residence Đà Nẵng view biển 100%, giá tốt nhất thị trường",3 phòng,Đã có sổ.,,,"https://www.google.com/maps/embed/v1/place?q=16.038877487182617,108.24740600585938&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,105 m²,,3 phòng,Thỏa thuận,
"Bán gấp nhà 2 tầng kiệt 4m Tiểu La, Phường Hòa Cường Bắc, Hải Châu",2 phòng,Sổ đỏ/ Sổ hồng,,Tây - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0448322,108.2163965&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,4.8 m,53 m²,4 m,2 phòng,3.35 tỷ,2 tầng
"Bán lô đất mặt tiền đường Loseby thông biển, DT 190m2 ngang 10m lề 7m5",,Có sổ.,,Nam,,,10 m,190 m²,10.5 m,,25.8 tỷ,
"Tổng hợp quỹ căn shophouse, biệt thự dự án Sun Cosmo Trần Thị Lý Đà Nẵng mở bán đợt 1 tháng 4/2023",,Sổ đỏ/ Sổ hồng,Đông - Nam,Đông - Nam,"https://www.google.com/maps/embed/v1/place?q=16.05103302001953,108.23609161376953&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Không nội thất,5 m,100 m²,60 m,,120 triệu/m²,
"Tổng hợp quỹ căn studio, 1 - 2PN dự án Sun Cosmo Trần Thị Lý Đà Nẵng mở bán đợt 1 giá từ 2,5 tỷ",1 phòng,Hợp đồng mua bán.,Đông - Nam,Đông - Nam,"https://www.google.com/maps/embed/v1/place?q=16.05103302001953,108.23609161376953&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Cơ bản.,,45 m²,,1 phòng,2.5 tỷ,
"Bán đất đường Chế Viết Tấn, đường thông, vị trí siêu đẹp",,Sổ đỏ/ Sổ hồng,,Tây - Bắc,"https://www.google.com/maps/embed/v1/place?q=15.9991428431472,108.223789126626&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,100 m²,7 m,,3.7 tỷ,
"Giỏ hàng độc quyền FPT Plaza 2 giá gốc CĐT chỉ 1,8 tỷ/căn. LH VPCĐT 0979 462 ***",2 phòng,Sổ đỏ/ Sổ hồng.,,,"https://www.google.com/maps/embed/v1/place?q=15.97693157196045,108.26297760009766&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ.,,72 m²,,2 phòng,1.8 tỷ,
"Gấp lô đất cực rẻ, sạch đẹp, view TTTM tại KDC Hòa Khánh mở rộng, Liên Chiểu, Đà Nẵng",,Sổ đỏ/ Sổ hồng,,Đông - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0896457152878,108.12148022746&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,100 m²,7.5 m,,2 tỷ,
"Bán lô đất đường 10.5m KĐT Lakeside cực rẻ chỉ 3,150 tỷ/125m2, view nhìn 10 tòa chung cư Ori",,,,Đông - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0935726165771,108.12629699707&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,125 m²,10.5 m,,3.15 tỷ,
Em chính chủ bán 03 căn hộ thương mại view biển chỉ 950 triệu/căn. Gọi trực tiếp SĐT 0972 700 ***,1 phòng,Sổ đỏ/ Sổ hồng,Đông - Bắc,Tây - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0923728942871,108.126586914063&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Cơ bản,,45 m²,,1 phòng,950 triệu,
"Duy nhất 1 lô siêu rẻ sập sàn, đường 5.5m, giá lỗ 1.77 tỷ/100m2, tiếp khách thiện chí 0972 700 ***",,Sổ đỏ/ Sổ hồng.,,Đông - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0935726165771,108.12629699707&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,100 m²,5.5 m,,1.77 tỷ,
Đất Xanh Miền Trung tung giỏ hàng ngoại giao dự án Regal Pavillon - CK 16% - đã có sổ - SHLD,4 phòng,Sổ đỏ/ Sổ hồng,Đông - Nam,Đông - Nam,"https://www.google.com/maps/embed/v1/place?q=16.033109664916992,108.22423553466797&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,6 m,120 m²,7.5 m,4 phòng,Thỏa thuận,4 tầng
"Bán đất mặt tiền đường Tô Hiệu, Hòa Minh, Liên Chiểu",,Sổ đỏ/ Sổ hồng.,,Tây - Nam,"https://www.google.com/maps/embed/v1/place?q=16.064252,108.1667632&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,110.7 m²,7.5 m,,3.6 tỷ,
"Cần bán gấp lô 164m2 đường Trần Duy Chiến, Sơn Trà, Đà Nẵng. Giá 10.5 tỷ",,Sổ đỏ/ Sổ hồng,,Đông,"https://www.google.com/maps/embed/v1/place?q=16.0889980205338,108.2415046531&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,164 m²,10.5 m,,10.5 tỷ,
"Bán vài lô đất đường 10,5m Thanh Hóa và Mẹ Thứ ngay sân vận động Hòa Xuân",,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.0047945,108.2188869&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,100 m²,,,3.65 tỷ,
"Cần bán gấp căn hộ Hiyori 2PN, full nội thất giá chỉ từ 3.7 tỷ",2 phòng,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.0619106292725,108.237907409668&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ nội thất,,63 m²,,2 phòng,3.7 tỷ,
"Chủ cần tiền bán nhanh căn shophouse Lakeside Infinity đường 15m, 3 tầng giá 4,43 tỷ",,,,Tây - Nam,"https://www.google.com/maps/embed/v1/place?q=16.09357261657715,108.12629699707031&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,100 m²,,,4.43 tỷ,
"Bán nhà đường Nguyễn Phước Tần gần Lê Đại Hành, vị trí thích hợp kinh doanh tại Cẩm Lệ, Đà Nẵng",,,,Tây,"https://www.google.com/maps/embed/v1/place?q=16.0174822,108.198429&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,100 m²,15 m,,7.7 tỷ,
Chủ cần tiền hạ giá hơn 100tr lô sau chợ Lệ Trạch Hòa Tiến Đà Nẵng chỉ 9xx,,Sổ đỏ/ Sổ hồng,,Đông - Nam,"https://www.google.com/maps/embed/v1/place?q=15.9613022,108.1797215&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,120 m²,,,970 triệu,
"Bán lô đất đẹp 144m2, giá rẻ 22,5tr/m2, hướng Đông, có sẵn sổ hồng, trục đường lớn đẹp, sát trường",,,,,"https://www.google.com/maps/embed/v1/place?q=15.9769315719604,108.262977600098&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,6 m,144 m²,7.5 m,,22.5 triệu/m²,
Bán lô đất 3 mặt tiền Nguyễn Phong Sắc sát Xô Viết Nghệ Tĩnh: 0969 343 ***,,,,,"https://www.google.com/maps/embed/v1/place?q=16.0275687,108.2116278&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,160 m²,,,12.5 tỷ,
"Bán nhà 3 tầng Nguyễn Hữu Thọ, ngang 7m, ô tô vào nhà giá chỉ có 4.99 tỷ",4 phòng,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.0503101,108.2152047&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,,91 m²,5 m,,4.99 tỷ,3 tầng
Đất lô góc 2 mặt tiền công viên Dragon Smart City - cảng Liên Chiểu Đà Nẵng. Giá đầu tư,,Sổ đỏ/ Sổ hồng,,Đông - Nam,"https://www.google.com/maps/embed/v1/place?q=16.098773956298828,108.12654876708984&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,150 m²,15 m,,Thỏa thuận,
Bán nhà 3 tầng Nguyễn Lộ Trạch giá siêu tốt,,Sổ đỏ/ Sổ hồng,,Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0326999,108.2291802&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,110 m²,7.5 m,,9.5 tỷ,3 tầng
"102,5m2 đường 5m5 đối lưng Nguyễn Tất Thành - 1 tỷ 32",,Sổ đỏ/ Sổ hồng,,Đông - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0913681887697,108.076737518803&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,102.5 m²,,,1.32 tỷ,
"Nhà 3 phòng ngủ, full nội thất đường ô tô tải tránh nhau",3 phòng,Sổ đỏ/ Sổ hồng,,Đông - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0560385499539,108.165781234645&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,,74.9 m²,,2 phòng,2.45 tỷ,
